titel,link,ID,original_ID,content_type,commission,spreker,sprekertekst,datum,question_id,speech_link
over de Europese Chipverordening en de impact op Vlaanderen,,,,speech,,Freija Van den Driessche (Vlaams Belang),"In mei vorig jaar werd bekend gemaakt dat imec een investering van 2,5 miljard euro heeft bijeengebracht voor het opzetten van een nieuwe R&D-pilootlijn (Research and Development) voor geavanceerde chiptechnologie. Zowel Vlaanderen, als Europa, als verschillende industriepartners hebben toegezegd om te investeren in die NanoIC-pilootlijn. Het was natuurlijk al eerder duidelijk dat imec een hoofdrol zou spelen in de uitrol van de European Chips Act, waarvoor in totaal 43 miljard euro zou worden voorzien de komende jaren. In 2023 maakte ook de Vlaamse Regering bekend dat ze zelf 750 miljoen euro bijdraagt. Dat is natuurlijk een aanzienlijk bedrag. Op die manier wil Vlaanderen een toonaangevende rol blijven spelen op het gebied van onderzoek en ontwikkeling naar halfgeleiders. Minister-president, mijn vragen zijn de volgende. Vorig jaar werd nog de laatste hand gelegd aan de juridisch-financiële afspraken langs Vlaamse kant tussen imec en het kabinet. Ik vroeg mij af of dat ondertussen is afgerond en of er van de 750 miljoen euro die in 2023 toegezegd is, al iets is overgemaakt aan imec? Hoe ver staat imec in de uitrol van de NanoIC-pilootlijn? Zijn zij ondertussen al aan de slag gegaan met eigen middelen, Europese middelen of middelen van andere partners? Moest er uiteindelijk geld worden geleend bij de Europese Investeringsbank (EIB)? Het totale bedrag van de European Chips Act is natuurlijk veel groter dan de middelen die in imec werden geïnvesteerd. Ik vroeg mij af waar in Europa er nog pilootlijnen worden opgezet. Hoe ver staan zij? Waar worden de meeste middelen aan besteed? Met de European Chips Act wil de EU haar ambitie waar kunnen maken om het huidige marktaandeel wat chipproductie betreft te verdubbelen tot twintig procent in 2030. Ook naar de productie van die halfgeleiders zullen dus veel middelen gaan. Werden daarin tussenstappen gedefinieerd en zitten we vandaag op schema? Waar zal de productie vooral plaatsvinden? Ik neem aan dat dat niet in Vlaanderen zal zijn. Of is er toch plaats voor bedrijven in Vlaanderen voor die productie? Hoe verloopt de samenwerking tussen imec en de andere Europese onderzoeksinstellingen? Dit is mijn laatste vraag. Imec is natuurlijk wereldwijd gekend. Onderzoekers uit de hele wereld komen er over de vloer. Het is een autonome instelling die werkt via een Zwitsers model en een openinnovatiemodel. Maar met de European Chips Act wil men natuurlijk specifiek inzetten op een strategische sector met specifiek meer productie in Europa, dat natuurlijk niet de hele wereld is. Enige jaren geleden was er enige ongerustheid over, maar minister Crevits zei toen dat er garanties zijn dat imec haar autonomie zou kunnen behouden. Ik vraag mij dus af hoe imec vandaag dat evenwicht bewaart tussen een globale internationale onderzoeksinstelling – wat natuurlijk haar sterkte is – enerzijds en het bevorderen van specifiek die Europese chipsindustrie en -productie anderzijds.",donderdag 20 februari 2025,1873396.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1869876/verslag/1873396
over de Europese Chipverordening en de impact op Vlaanderen,,,,speech,,Minister-president Matthias Diependaele,"Dank u wel, mevrouw Van den Driessche. De eerste vraag spreekt absoluut tot de verbeelding, als je het mij vraagt, of toch als je aanleg hebt voor kapitaal en cijfers. De kapitaalparticipatie van de Vlaamse overheid voor de NanoIC-pilootlijn wordt juridisch-financieel behandeld via de imec pilot line nv. Er werd op 28 februari 2024 46.200 euro overgedragen voor 462 aandelen. Op 30 december 2024 werd 187.750.000 euro overgedragen voor 7.500.000 aandelen. Dan moet je zo’n overschrijvingsformuliertje invullen … Nee, dat wordt overgedragen via ING, onze huisbankier. Dat soort betalingen spreekt jullie duidelijk niet tot de verbeelding, maar mij wel. (Gelach) Ten tweede: imec is gestart met de uitvoering van het NanoIC-pilootlijnproject op 1 januari 2024, en dit met eigen middelen. Het betreft hier voornamelijk het luik onderzoek. In het laatste kwartaal van 2024 ontving imec een eerste financieringsschijf van de Europese Commissie. De Europese subsidies, vanuit Horizon Europe en het Digital Europe Programme, worden ingezet voor het ‘Chips for Europe Initiative’. De derde vraag: de meeste middelen vanuit de Europese subsidies worden voorzien voor de NanoIC-pilootlijn van imec. Hiervoor werd 700 miljoen euro voorzien, waarvan 677 miljoen euro richting imec komt. De rest wordt verdeeld over de consortiumpartners. Dat zijn er vier. CEA-Leti uit Frankrijk host de tweede grootste pilootlijn, met een Europese financiering van 420 miljoen euro, waar imec een kleine deelname in heeft. Het Fraunhofer Institute uit Duitsland is gastheer van een pilootlijn met een budget van 370 miljoen euro, met een kleine deelname van imec. In Italië komt er een pilootlijn van 180 miljoen euro. Spanje wordt gastheer van een gedecentraliseerde pilootlijn van 185 miljoen euro met deelname van imec en UGent. Voor het Europese cloudgebaseerde designplatform worden momenteel oproepen uitgeschreven, en dit zal worden gecoördineerd door een consortium met aan het hoofd imec, voor 25 miljoen euro. Elke lidstaat heeft een competence center. Bij ons zijn er twee competence centers: een Vlaams en een Waals. Voor elk competence center voorziet Europa 4 miljoen euro. Het Vlaamse competence center bestaat uit KULeuven, UGent, VUB en UAntwerpen. Er zijn consortia opgericht voor quantumpilootlijnen en later dit jaar worden er subsidieprojecten ingediend voor 50 miljoen euro. Voor de productie voorziet de Europese Commissie zelf geen financiering. Hierbij wordt er in pijler 2 van de Chips Act wel een legaal kader voorzien als uitzondering op de staatssteunregels. Elke lidstaat is vrij om de productie te subsidiëren, binnen het kader van die staatssteunregels. Verder werd er hier geen operationeel programma met tussenstappen ter uitvoering voorzien. Er is geen te volgen schema. Het zwaartepunt van de reeds bekende dossiers zit in Duitsland, Frankrijk en Italië. Het is natuurlijk zo dat dit slechts een eerste stap is en er nog velen moeten volgen om de 20 procent chipproductie te kunnen verhalen in 2030. Er zijn geen belemmeringen voor de deelname van Vlaamse bedrijven. Uit de consortiavorming rond de pilootlijnen blijkt duidelijk dat er goede samenwerking is tussen de onderzoeksinstellingen. Zo zijn de pilootlijnen in Frankrijk, Duitsland en Vlaanderen opgesteld in onderlinge afspraak tussen de consortia en hebben de onderzoeksinstellingen vaak in meerdere pilootlijnen een deelname. Op dit moment verloopt de samenwerking erg goed. Op SEMICON Europa in November 2024 organiseerde imec samen met de andere pilootlijnen een technologieforum onder de naam ‘EU Chips Act: a game changer for the digital economy’, wat goed onthaald werd. De sleutel ligt in een slimme specialisatie binnen een mondiale waardeketen en in het tijdig inspelen op de nieuwe opportuniteiten die ontstaan in een snel veranderend domein zoals digitale- en chiptechnologie. Mondiale samenwerking zal altijd essentieel blijven om het technologisch leiderschap van imec te behouden. Imec heeft samen met Vlaanderen en Europa als belangrijkste stakeholders specifieke aandacht voor spin-offcreatie en industriële samenwerkingen die het Vlaamse en Europese economische weefsel verder kunnen versterken of vernieuwen in opkomende domeinen.",donderdag 20 februari 2025,1873396.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1869876/verslag/1873396
over de Europese Chipverordening en de impact op Vlaanderen,,,,speech,,Freija Van den Driessche (Vlaams Belang),"De cijfers ga ik allemaal nog eens op mijn gemak bekijken, want het zijn natuurlijk hoge bedragen. Dank u wel voor uw antwoord. Ik heb beloofd aan de collega dat ik het heel kort ging houden. Ik heb begrepen dat we volgende week verdergaan over de Vlaamse Versnelling. Daar had ik nog een vraag over, maar dan ga ik die vraag voor volgende week houden.",donderdag 20 februari 2025,1873396.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1869876/verslag/1873396
over de oproepen in het kader van City of Things,,,,speech,,Andries Gryffroy (N-VA),"De technologische en digitale innovatie gaan razendsnel. We hebben het er al over gehad deze voormiddag. Ook onze steden en gemeenten worden alsmaar drukker, en dat zet de leefbaarheid onder druk. Tal van steden experimenteren dan ook met digitale technologie om problemen slim aan te pakken. De ‘smart city’ is echter geen doel op zich. Het verzamelen van data en het slim inzetten van technologie zijn middelen om beter te besturen en gefundeerde beslissingen te nemen. Slimme steden maken gebruik van informatie- en communicatietechnologie om de efficiëntie te verbeteren en de kwaliteit van leven voor de inwoners te vergroten. Digitalisering en het beter inzetten van data zijn belangrijke uitdagingen voor onze steden en gemeenten. Er zijn in Vlaanderen al tal van voorbeelden van hoe steden en gemeenten via proefprojecten experimenteren met het slim inzetten van technologische en digitale toepassingen. De Vlaamse Regering heeft de doelstelling om Vlaanderen uit te bouwen tot een breed netwerk van slimme steden. De oproepen in het kader van City of Things kaderen binnen deze doelstelling. Bij de zesde oproep lag de klemtoon op de mogelijkheden tot opschaling. Tijdens de vorige legislatuur lanceerden we het vuurtorenmodel voor de slimme opschaling van de toepassingen. Ik heb daar de volgende vragen rond, minister-president: wat is de stand van zaken van de lopende projecten in het kader van de City-of-Thingsoproepen? Wat gebeurde er met de oproepen die zijn afgerond? Hoe vormen die een meerwaarde om Vlaanderen uit te bouwen tot een breed netwerk van slimme steden? Er zijn al een zestal City-of-Thingsoproepen gelanceerd. Alvorens een nieuwe oproep te lanceren, zou er eerst gewerkt worden aan een evaluatie. Wat is de stand van zaken van deze evaluatie? Hoe zult u inzetten op een slimme opschaling van projecten en het maximaal delen van goede praktijken en slimme toepassingen?",donderdag 20 februari 2025,1873472.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1869876/verslag/1873472
over de oproepen in het kader van City of Things,,,,speech,,Minister-president Matthias Diependaele,"Dank u wel, mijnheer Gryffroy. De stand van zaken van de lopende en afgeronde City-of-Thingsprojecten is te volgen in de online projectendatabank van het Agentschap Innoveren en Ondernemen (VLAIO). Via verschillende filters en trefwoorden kunnen de projecten doorzocht worden. Naarmate projecten vorderen, wordt de informatie in de databank geactualiseerd op basis van de input van de projectuitvoerder. De lopende en uitgevoerde projecten dragen bij tot een significante kennisopbouw bij lokale besturen en aanschaf van innovatieve oplossingen. De verschillende netwerkmomenten, klankbordgroepen, intervisies, kennisdelingsmomenten georganiseerd in samenwerking met de Smart Region Office, de Vereniging van Vlaamse Steden en Gemeenten (VVSG) en Kenniscentrum Vlaamse Steden enzovoort, dragen bij tot de onderlinge uitwisseling van projectresultaten en verhogen hun impact. Er zijn projecten die resulteren in een raamcontract of die ingang vinden bij lokale besturen die niet actief betrokken waren bij de projecten of door entiteiten van de Vlaamse overheid opgepikt worden of een case vormen bij Lokaal Digitaal, enzovoort. Na de zes oproepen werd inderdaad een interne evaluatie gedaan in drie delen: een kwantitatieve analyse van de deelname en resultaten van de reeds afgeronde projecten; een kwalitatieve bevraging van alle projecten; en een intervisie en workshop die vooruitblikt. Kort samengevat zijn er vier conclusies. Ten eerste: dat ruimte voor experiment nuttig en nodig blijft bij lokale besturen, en dat wat werkt goed moet worden gecapteerd en opgeschaald, bijvoorbeeld via Lokaal Digitaal. Ten tweede: dat het opschalingspotentieel moet worden ingebouwd in projecten door nog meer in te zetten op standaardisering, interoperabiliteit en openheid. Ten derde: dat de capaciteit bij lokale besturen een uitdaging blijft en dat er ondersteuning nodig is. Ten vierde: dat de Smart Region Office goed zijn rol speelt door mee te faciliteren. Op basis van al deze input wordt momenteel gewerkt aan een nieuwe oproep rond City of Things, die zoveel als mogelijk rekening houdt met deze aandachtspunten. Naast de oproepen rond City of Things, is VLAIO ook de trekker van de EFRO-oproepen (Europees Fonds voor Regionale Ontwikkeling) en de oproepen van het Programma Innovatieve Overheidsopdrachten (PIO). Binnen VLAIO worden projecten warm doorverwezen naar andere oproepen of vloeien succesvolle projecten of projecten met een groot potentieel door van de ene naar de andere oproep. Die gaan dus niet noodzakelijk volledig verloren. De nieuwe oproep City of Things, die momenteel wordt voorbereid, zal specifiek inzetten op opschaling en het Vlaamsbreed delen van resultaten. Daarnaast blijft VLAIO via de projectendatabank, de verschillende communicatiekanalen en de intervisiemomenten inzetten op verspreiding van lopende en afgeronde Smart City-initiatieven. Ook de Smart Region Office neemt deze taken op en via de steun die VLAIO geeft aan de VVSG en Agoria worden projectresultaten en best practices verder verspreid.",donderdag 20 februari 2025,1873472.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1869876/verslag/1873472
over de oproepen in het kader van City of Things,,,,speech,,Andries Gryffroy (N-VA),"Dank u, wij hebben in de vorige legislatuur een resolutie en hoorzitting georganiseerd rond dat vuurtorenmodel. Dat vuurtorenmodel is gewoon de Nederlandse benaming – omdat het daar zo genoemd werd – voor hetgeen dat u ‘opschalen’ noemt. Dat was wel zeer belangrijk, omdat men moet vermijden dat ieder lokaal bestuur nog eens het warm water uitvindt. Als men een bepaalde toepassing heeft uitgewerkt, bijvoorbeeld rond slim parkeren, dan kan dat gekopieerd worden naar andere steden en gemeenten. Ik ben blij dat u zegt dat de volgende oproep in functie zal zijn van meer opschaling, dus het opschalingspotentieel verhogen en het breed delen van het resultaat. Uiteindelijk is dat de bedoeling. Als we geld geven aan een bepaalde gemeente, voor een bepaalde technologie, moet die technologie achteraf ook gebruikt kunnen worden door andere gemeenten die daar in eerste instantie niet op intekenden. Dat is dat opschalingspotentieel, en ik sta er enorm achter dat daar de klemtoon moet op liggen voor de toekomst.",donderdag 20 februari 2025,1873472.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1869876/verslag/1873472
over de oproepen in het kader van City of Things,,,,speech,,Andries Gryffroy (N-VA),"Aangezien de minister-president het helemaal eens is met dit punt, heb ik ook geen slotrepliek.",donderdag 20 februari 2025,1873472.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1869876/verslag/1873472
over de begeleiding en activering van personen in het stelsel van werkloosheid met bedrijfstoeslag,,,,speech,,Tom Lamont (Vlaams Belang),"We gaan even terugkeren naar de sfeer van het federale regeerakkoord van vorige week. U hebt het er toen reeds kort over gehad. Het federale regeerakkoord vermeldt dat het stelsel van werkloosheid met bedrijfstoeslag (SWT), het voormalig brugpensioen, en andere systemen die in de publieke sector een vervroegde uittrede uit de arbeidsmarkt stimuleren, stopgezet zullen worden vanaf de datum van het regeerakkoord. Enkel voor medische SWT zal nog een uitzondering gemaakt worden. Dat het systeem nog in bepaalde loonprogramma’s zit, kwam duidelijk aan bod in een recent interview in Het Nieuwsblad. Wanneer werknemers 58 jaar worden en genoeg dienstjaren hebben, kan het systeem blijkbaar nog steeds besproken worden bij grote multinationals. Van de vierduizend SWT’ers die in december 2023 ingeschreven waren, zijn er een jaar later, in 2024, slechts 0,30 procent weer aan de slag, slechts twaalf dus. Door de lage activering van werkzoekenden op SWT missen we toch enkele kansen. SWT is een federale bevoegdheid, ik ben me daar zeker van bewust, maar we zijn natuurlijk wel verantwoordelijk voor de begeleiding en de activering van de resterende SWT’ers. Vandaar mijn vragen. Hoe ziet u de begeleiding voor die SWT’ers? Ziet u reeds een stijging in het aantal sollicitatieopdrachten? Blijft de begeleiding van SWT’ers een kerntaak van VDAB? Of kijkt u hiervoor naar partners?",woensdag 19 februari 2025,1871884.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1869862/verslag/1871884
over de begeleiding en activering van personen in het stelsel van werkloosheid met bedrijfstoeslag,,,,speech,,Minister Zuhal Demir,"Het stelsel van werkloosheid met bedrijfstoeslag vervangt sinds 1 januari 2012 het beter bekende brugpensioen. De basis bleef dezelfde, dat is cao 17, maar de voorwaarden wijzigden weliswaar, onder andere de beschikbaarheid om werk te zoeken. De 4040 SWT’ers waar u naar verwijst, maken 2 procent uit van de totale groep werkzoekenden. Ik kan ook meegeven dat van de 4040 SWT’ers er 4029 ouder zijn dan 60 jaar. Die grote groep gaat dus over mensen die toch al ouder zijn dan 60 jaar. Elk jaar wordt de groep SWT’ers kleiner omdat de voorwaarden voor SWT verstrengd zijn, maar ook omdat SWT’ers uit de werkloosheid stromen, meestal omdat ze met pensioen gaan. Zoals u wellicht weet, voorziet het nieuwe federale regeerakkoord voor SWT dat de nieuwe instroom stopgezet wordt vanaf 31 januari dit jaar. Terecht, denk ik, want vandaag kunnen we het ons ook echt niet meer veroorloven om talenten en competenties van oudere werknemers te verliezen. Het stopzetten van het SWT-stelsel, uitgezonderd het medische SWT, was dan ook noodzakelijk. Finaal worden die mensen onvrijwillig uit de arbeidsmarkt geduwd, juist omdat deze regelingen nog bestaan. Bovendien hoort VDAB schrijnende verhalen van SWT’ers die dachten dat dit gelijk zou staan aan een brugpensioen, lees pensioen. Dan zeggen ze vaak dat als ze dat hadden geweten, dan … Het is namelijk zo dat SWT’ers zich ‘aangepast beschikbaar moeten houden’. Dat wil zeggen dat ze beschikbaar moeten blijven voor de arbeidsmarkt én moeten ingaan op elk passend aanbod dat VDAB hun aanbiedt. Zij moeten dus zelf niet actief naar een job zoeken, maar als VDAB een job aanbiedt, moeten zij daarop ingaan. Vorige week hebben we het ook uitvoerig gehad over het federale regeerakkoord. Zoals besproken voorziet dit akkoord de integratie van de actieve, passieve en aangepaste beschikbaarheid in één uniforme vorm van actieve beschikbaarheid voor alle werklozen. Alleszins zou de activering vlotter kunnen gaan als, ten eerste, SWT’ers beter op de hoogte zouden zijn van hun verplichtingen. Ze denken te vaak dat ze met pensioen zijn en reageren verbaasd en ook een beetje lastig, wat misschien te begrijpen is, omdat ze niet altijd begrijpen waarom VDAB hen contacteert. Ik denk dat daar wel de juiste informatie naar de mensen moet gaan. Tijdens de vorige legislatuur werden, mede op vraag van de sociale partners, twee ronde tafels georganiseerd waarbij met werkzoekende 60-plussers in gesprek werd gegaan over hun drempels. Ten tweede moeten werkgevers meer openstaan om oudere werknemers aan te nemen. Ik meen dat we het hierover vorige week in deze commissie even hebben gehad. De activering van SWT’ers blijft inderdaad een opdracht van VDAB. Ik vind dat we eenieder nodig hebben. Het zijn mensen met tonnen ervaring. In 2022 schommelde die activering rond net geen 1,6 procent. Vandaag de dag zien we een lichte stijging. Het gaat om iets meer dan 2 procent, maar dat is nog altijd onvoldoende. Ik heb in ieder geval VDAB hier de opdracht gegeven om verdere inspanningen te doen. Zoals in de plenaire vergadering vorige week ook toegelicht werd, blijkt uit onderzoek van Stijn Baert en Louis Lippens dat, als er op de arbeidsmarkt één hardnekkige vorm van discriminatie blijft spelen, het die is ten aanzien van oudere kandidaten. We hebben ook daar dus nog heel wat werk, denk ik. Ik ben sowieso van plan om dit bovenaan de agenda te plaatsen in mijn contacten met de werkgeversorganisaties, de industriefederaties en de Sociaal-Economische Raad van Vlaanderen (SERV). Ik zal dit ook doen naar de Europese commissie toe, om meer Europese middelen te verwerven voor opleiding en begeleiding van oudere werknemers. We zien bij collectieve ontslagen dat oudere werknemers het moeilijker hebben om een nieuwe job te vinden. Vaak is dat omdat ze bepaalde vaardigheden missen. De contacten met de bevoegde Europese commissaris zijn gelegd om daar zeer binnenkort over samen te zitten. Om die reden heb ik ook het team van sociale interventieadviseurs versterkt met vijf voltijdsequivalenten (vte’s), en 1 miljoen euro extra uitgetrokken via het Europees Sociaal Fonds (ESF) om te voorzien in extra opleidingsaanbod. Dat gaat dan vooral om het bijwerken van competenties en digitale skills, zodat we oudere werknemers, als ze ontslagen worden, veel aanklampender kunnen begeleiden.",woensdag 19 februari 2025,1871884.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1869862/verslag/1871884
over de begeleiding en activering van personen in het stelsel van werkloosheid met bedrijfstoeslag,,,,speech,,Tom Lamont (Vlaams Belang),"Laat me duidelijk zijn: ik wil er ook geen heksenjacht van maken naar SWT’ers, zeker met de bijkomende informatie van u, waaruit blijk dat 99 procent ouder is dan 60 jaar. We hebben het recent nog gehad over hoe moeilijk het is om 55-plussers richting een opleiding te sturen, of hoe zwaar ze het hebben in hun zoektocht naar werk. Ik volg u daar zeker in. U sprak ook over mensen die ‘onvrijwillig’ in het SWT-statuut terechtkomen. Twee jaar geleden is het SWT-statuut hier in de commissie ook uitvoerig besproken, naar aanleiding van de uitspraken van de toenmalige topman van het ACV, die met het ACV afgesproken had dat hij het SWT-stelsel kon gebruiken als een vorm van vervroegd pensioen. Onze fractieleider, Chris Janssens, had toen vragen gesteld aan de toenmalige minister van Werk, Brouns, en die kondigde toen aan dat hij zou controleren hoeveel SWT’ers ingeschreven zijn bij VDAB, en na te vragen bij de Rijksdienst voor Arbeidsvoorziening (RVA) hoeveel onderzoeken er geweest zijn naar misbruik bij SWT’ers. Hebt u dit verder kunnen opvolgen, of hebt u hier ook extra informatie over?",woensdag 19 februari 2025,1871884.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1869862/verslag/1871884
