titel,link,ID,original_ID,content_type,commission,spreker,sprekertekst,datum,question_id,speech_link
over het arbeidsmarktbeleid in het Vlaamse regeerakkoord en de noodzaak om daar opnieuw over te onderhandelen,,,,speech,,Eva Platteau (Groen),"Het is misschien een vraag die bij de vorige aansluit, minister, want het gaat over heronderhandelen, en daar misschien ook afwegingen maken tussen de verschillende bevoegdheden binnen de Vlaamse Regering. Even serieus: twee weken geleden hadden we een heel interessant debat in deze commissie over de impact van het federale regeerakkoord op Vlaanderen, en collega Bothuyne zei daarover toen dat het erop neerkomt om een volledige herijking te maken van het arbeidsmarktbeleid van Vlaanderen. Eigenlijk achtte hij een heronderhandeling van het Vlaamse regeerakkoord op dit punt nodig Minister, u antwoordde dat een aantal federale maatregelen inderdaad een grote impact zullen hebben op de werking van VDAB. Zo zijn er bijvoorbeeld de hogere ambities op het vlak van bereik en re-integratie van langdurig zieke werknemers, en door de beperking van de uitkering in de tijd zal er ook een grotere werklast komen, een grotere druk op VDAB, om nog aanklampender te werken, en nog sneller mensen toe te leiden naar een job. U zei dat er ook voor de administratie en uw kabinet extra werk op de plank ligt omdat er heel veel wetgeving zal moeten worden aangepast. Ik las deze week nog in de krant een artikel van Koen Algoet, secretaris-generaal van het Vlaams Departement Financiën en Begroting, die ook kritisch was voor de federale begroting, en die de 80 procent werkzaamheidsgraad een fata morgana noemt. Hij verwees ook naar de onvermijdelijke impact van de lagere personenbelasting op de financiën van de regio’s. Wat het voor de Vlaamse begroting betekent, was zijn departement nog aan het becijferen. Minister, kunt u duidelijkheid geven over al dan niet heronderhandelen om te kunnen anticiperen op de impact van die aangekondigde federale maatregelen? Twee weken geleden vond die commissievergadering plaats waar ik toch verschillende signalen in die zin kreeg van leden van de meerderheid. Zal deze Vlaamse Regering het budget voor het beleidsdomein Werk en Sociale Economie herzien? Zal volgens u VDAB erin slagen om de extra werklast en de aangekondigde hervormingen tot een goed einde te brengen, terwijl hij natuurlijk ook voor een besparingsopdracht staat? Welke garanties geeft u hiervoor? Hebt u er al zicht op dat er vanuit het federale niveau extra middelen gaan komen naar de Vlaamse begroting, bijvoorbeeld in het kader van het beleid om langdurig zieken te activeren of te begeleiden naar re-integratie naar werk? Zijn er eventueel extra middelen die het federale niveau voorziet om de sociale economie te versterken? Ook daar meen ik begrepen te hebben dat de Federale Regering die sociale economie een boost wil geven, wat wij natuurlijk toejuichen.",woensdag 26 februari 2025,1875687.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1873632/verslag/1875687
over het arbeidsmarktbeleid in het Vlaamse regeerakkoord en de noodzaak om daar opnieuw over te onderhandelen,,,,speech,,Minister Zuhal Demir,"Collega, wat uw eerste vraag over het budget betreft, heb ik ook meegeven, toen we het hier over de begroting hadden – en ik ben daar heel transparant over geweest –, dat die besparingen een gigantische harde noot zijn om te kraken, zowel de besparing in de arbeidsmarktsubsidies als de besparing bij VDAB. Dat zijn de twee zwaarste besparingen van heel de Vlaamse Regering, die toevallig – toeval bestaat niet in de politiek, denk ik – bij mij zitten. We gaan die besparingen doorvoeren, en dat is ook noodzakelijk om ergens anders te investeren. We hebben gezegd dat we in welzijn, jeugdhulp en kinderopvang extra centen vrijmaken, en het grootste deel van de besparingen zitten dus op Werk. Die besparingen gaan we niet terugdraaien, maar we gaan ook geen kaasschaafmethode toepassen, dus we gaan daar keuzes maken om te kijken wat we nog wel of niet doen. Ik heb aan VDAB ook al gezegd dat er geen naakte ontslagen gaan vallen, maar dat ik daar vooral aan het kijken ben naar externe kosten die we moeten optimaliseren. Toen ik door de lijst van de arbeidsmarktsubsidies ging, heb ik gezien dat we heel veel subsidies geven, dus daar is het kwestie van een beetje gezond verstand. Wat doet Werk en wat doet een ander departement bijvoorbeeld? Neen, we gaan dat niet terugdraaien. Op uw vraag rond heronderhandelingen is het antwoord neen. Er zijn geen heronderhandelingen, toch niet waar ik weet van heb of waarbij ik betrokken ben. Maar wat ik wel aan het doen ben, is een impactanalyse maken van het federale regeerakkoord en de federale maatregelen op ons domein Werk. Ik denk dat het wel belangrijk is dat die oefening goed gedaan wordt, zodat we dan met kennis van zaken kunnen kijken naar wat het nu allemaal concreet betekent. Je hebt maatregelen zoals de werkloosheid beperken in de tijd enzovoort, maar wat betekent dat concreet voor ons beleid? Ik heb de opdracht voor die analyse gegeven, en die hopen we zeer binnenkort te krijgen. Ook is het belangrijk dat we met collega Clarinval samenzitten. Intussen heeft zowel het departement als VDAB een lijst van prioritaire vragen opgesteld, waarover we in overleg gaan met de federale collega’s. De principes in het federale regeerakkoord zijn duidelijk, maar zoals ik zei, is de uitwerking wel cruciaal, en het is goed dat onze administratie al de prioritering heeft gemaakt van de vragen die we moeten stellen. Zoals ook eerder in de commissie aangegeven, staat VDAB voor een belangrijke hervorming en besparing. Samen met de nieuwe raad van bestuur zullen we een kerntakendebat voeren, en afbakenen op welke taken VDAB zich de komende jaren moet focussen. In deze oefening zal ook rekening gehouden worden met nieuwe of gewijzigde opdrachten ten aanzien van VDAB. Ook dat is nog af te wachten. Het federale regeerakkoord voorziet, zoals u terecht zegt, om nieuwe samenwerkingsakkoorden af te sluiten met de regionale bemiddelingsdiensten, dit met een zeer ambitieuze doelstelling, met een groeipad in het actieve bereik én re-integratie naar werk van langdurig zieke werknemers. In dat kader moeten ook afspraken gemaakt worden met betrekking tot de financiering. Dat moet nog gebeuren. Ik denk dat het voor ons belangrijk is dat de werkelijke kostprijs van de ondersteuning en begeleiding in beeld komt en wordt vergoed, zodat de Vlaamse inspanningen worden gehonoreerd en we impliciet geen besparing aan VDAB moeten opleggen. Want als daar extra opdrachten komen, dan denk ik dat we ook over de financiering moeten spreken. Een tweede punt is – en dat heb ik ook gezien in het federale regeerakkoord – dat men extra middelen voorziet voor leefloners, maar dat men dan spreekt over lokale besturen. Ik denk dat we dat varkentje ook eens moeten wassen. Wie gaat die leefloners activeren? Zijn dat de lokale besturen, of is dat VDAB? Dat is ook zoiets dat tussen wal en schip valt. Als lokale besturen de middelen krijgen, dan moeten zij dat doen. Als wij dat krijgen, dan doen wij dat. Dat is ook een van de zaken die we moeten bespreken. De vragen over sociale economie vallen onder de bevoegdheid van collega Crevits. Ik denk dat u die vragen het best eens aan haar stelt.",woensdag 26 februari 2025,1875687.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1873632/verslag/1875687
over het arbeidsmarktbeleid in het Vlaamse regeerakkoord en de noodzaak om daar opnieuw over te onderhandelen,,,,speech,,Eva Platteau (Groen),"Dank u wel, minister. Ik heb interessante dingen gehoord. U hebt, zoals steeds, alle vragen beantwoord, waarvoor dank. U hebt het ook gehad over de arbeidsmarktsubsidies waarop u al een besparing hebt doorgevoerd. Maar ik meen me te herinneren – misschien is het bedrag niet juist – dat u nog zo’n 32 miljoen euro moet vinden. Ik heb ooit al eens gevraagd wanneer u dat zult weten. Ik denk dat u toen hebt gezegd: tegen de volgende begrotingsronde, dus tegen maart. Dat komt er wel aan. Ik ben benieuwd. Ik kijk ernaar uit om te weten waar u die besparing gevonden hebt. Uiteraard is het heel goed dat u een impactanalyse aan het maken bent. Zoals u zegt, kan men principes en besparingen voorstellen, maar je weet niet hoe de implementatie in de praktijk zal zijn. Dat is inderdaad cruciaal. Het valt me dan op dat de Federale Regering enerzijds uitgaat van terugverdieneffecten als er meer mensen aan de slag gaan, maar dat er dan Vlaams bespaard wordt op die bemiddelingsdienst die moet zorgen dat meer mensen aan de slag gaan. Ik vraag me dan af of de regering daar de juiste keuzes maakt. Er is natuurlijk een heel pertinente vraag: wie gaat de leefloners activeren? Dat is natuurlijk de hamvraag. Als de werkloosheidsuitkering na twee jaar stopt, gaan ze een leefloon krijgen. Gaat VDAB hen blijven begeleiden, hen blijven activeren? Ik denk wel dat dat een taak is voor VDAB. Zij hebben de expertise. Zij hebben de kennis. Ik denk niet dat we dat op de OCMW’s mogen afwentelen. Ik denk dat de OCMW’s niet de nodige middelen en de nodige budgetten hebben om dat te doen. Dat is iets waar ik me veel vragen over stel. Over VDAB: vorige week ben ik op bezoek geweest bij een organisatie die werkt met mensen in armoede. Ik heb daar gesproken met iemand die nu zijn derde jaar werkloosheid inging, maar die vorig jaar, toen hij twee jaar werkloos was, eindelijk kon starten aan een opleiding voor buschauffeur bij De Lijn. Na twee jaar heeft hij eindelijk van VDAB het aanbod gekregen om buschauffeur bij De Lijn te worden. Hij kreeg die vraag in maart. In juni heeft hij zijn theoretisch examen kunnen afleggen. Hij was geslaagd. Dan kon hij normaal in november starten voor een praktijkopleiding. Dat is niet doorgegaan, en nu pas, een jaar later, kan hij starten aan de praktijkopleiding voor buschauffeur bij De Lijn. Ik wil maar zeggen dat wij mensen die willen leren, die een beroep willen uitoefenen, sneller moeten toeleiden. Het kan toch niet zijn dat die mensen een jaar moeten wachten eer zij aan die opleiding kunnen beginnen. Ik weet niet of u eens met uw collega kunt bespreken hoe De Lijn dat organiseert. Het is nu één voorbeeld, maar het is wel een voorbeeld waarbij mensen volgens de nieuwe regels hun werkloosheidsuitkering gaan verliezen, terwijl ze eigenlijk nog een opleiding aan het volgen zijn, of zelfs aan het wachten zijn om te kunnen starten met een opleiding. Ik denk echt dat daar ook goed over nagedacht moet worden, over hoe we zulke situaties in de toekomst kunnen vermijden en verbeteren. Ik heb niet echt een bijkomende vraag gesteld, minister, maar u mag zeker nog reageren op wat ik gezegd heb.",woensdag 26 februari 2025,1875687.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1873632/verslag/1875687
over het arbeidsmarktbeleid in het Vlaamse regeerakkoord en de noodzaak om daar opnieuw over te onderhandelen,,,,speech,,Tom Lamont (Vlaams Belang),"Er zijn toch nog heel wat onduidelijkheden. U zei dat het nog niet bekend is wie de leefloners zal begeleiden. Ook bij VDAB hoor ik heel wat twijfels en onduidelijkheden. Nu, VDAB heeft blijkbaar aangekondigd dat er een staking van drie dagen zou komen. (Opmerkingen van minister Zuhal Demir) Dat komt nog in de pers. Er komt een staking van drie dagen bij VDAB omdat ze zich niet gehoord voelen. Een van de punten die ze aanhalen, is dat het kabinet niet gefocust is op VDAB. We zijn intussen, sinds het regeerakkoord, toch al zes maanden verder. Het begint nu toch te dringen. Ik snap dat er een inloopprocedure nodig is, maar na zes maanden mag er toch een concreet zicht zijn op de plannen met VDAB. Ik vraag me af wanneer er een concreet plan komt en wanneer de hervormingen concreet worden, in plaats van het te blijven herbekijken en het in een voorlopige fase te houden.",woensdag 26 februari 2025,1875687.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1873632/verslag/1875687
over het arbeidsmarktbeleid in het Vlaamse regeerakkoord en de noodzaak om daar opnieuw over te onderhandelen,,,,speech,,Ine Tombeur (N-VA),"Collega’s, dit is de derde week op rij dat we hier discussiëren over de impact van het federale regeerakkoord op Vlaanderen. De minister haalt elke keer aan dat ze ermee bezig is, dat ze in overleg is met de administratie, dat ze alles becijfert en dat ze met plannen komt. Het is ook duidelijk dat er een impactstudie wordt gemaakt. We kijken uit naar die resultaten. Aan de andere kant denk ik dat het goed is om even te wachten op het federale kader alvorens er in Vlaanderen mee aan de slag te gaan. De impactstudie is bezig, en zo zit het nu ook eenmaal in elkaar. Het is goed om te anticiperen, maar ik denk dat het ook belangrijk is om de kant van het middenveld hierin te horen. Daarstraks ging het al over het duaal leren, en dat er al gesprekken waren met de Sociaal-Economische Raad van Vlaanderen (SERV) rond de impactstudie. In welke mate worden daar sociale partners bij betrokken?",woensdag 26 februari 2025,1875687.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1873632/verslag/1875687
over het arbeidsmarktbeleid in het Vlaamse regeerakkoord en de noodzaak om daar opnieuw over te onderhandelen,,,,speech,,Tom Ongena (Open Vld),"Het is duidelijk dat er geen heronderhandeling komt, maar het is even duidelijk dat er impact zal zijn. Minister, ik sta helemaal achter uw plannen om te besparen bij VDAB, daar zijn mogelijkheden. U gaat trouwens niet besparen op bemiddeling maar op andere taken, zoals opleiding, omdat die al door anderen worden gedaan. Dat is, denk ik, de juiste richting. Dat heeft ook impact op samenlevingsjobs, daar hebben we het onder elkaar al over gehad. Met ‘onder elkaar’ bedoel ik in de commissie. Ik zal het niet herhalen, maar er zal ook impact van de jobbonus zijn, vermoed ik. Kortom, u bent de grote analyse aan het maken. Mijn enige vraag is of we die analyse proactief mogen krijgen, om te vermijden, collega, dat we elke week vragen gaan stellen. Ik heb begrepen, minister, dat u voorstander bent van transparantie en openheid rond rapporten en dergelijke. Het zou dan ook goed zijn om dit proactief te ontvangen. Dan kunnen we een gedegen debat houden, in plaats van er elke week fragmentaire dingen uit te halen. Dat lijkt mij een interessantere weg voor onze werkzaamheden.",woensdag 26 februari 2025,1875687.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1873632/verslag/1875687
over het arbeidsmarktbeleid in het Vlaamse regeerakkoord en de noodzaak om daar opnieuw over te onderhandelen,,,,speech,,Robrecht Bothuyne (cd&v),"Ik wil het eerst over de ambitie hebben. Er werd net verwezen naar een interview met iemand die 80 procent werkzaamheidsgraad als onhaalbaar zag. In West- en Oost-Vlaanderen zijn we er al een tijdje. Ik zie geen enkele reden waarom dat in de rest van Vlaanderen niet mogelijk zou zijn. Ik hoop en denk toch nog altijd dat we kamerbreed die ambitie moeten kunnen uitdragen, en we moeten er alles aan doen om die waar te maken. We hebben het hier al een paar keer over de impact van het federale regeerakkoord gehad, die gigantisch zal zijn op het Vlaamse arbeidsmarktbeleid. Ik heb ook genoteerd: nieuwe taken, nieuwe werkwijzen, nieuwe ambities, nieuwe afspraken, nieuwe samenwerkingsverbanden, nieuwe financiering. Uiteraard gaan we het regeerakkoord niet heronderhandelen, maar als ik dit allemaal samenleg, gaan we het, wat betreft het arbeidsmarktbeleid, eigenlijk wel heronderhandelen. Ik weet het, collega’s, ‘what’s in a word’, je kunt daar heel lang over discussiëren, maar … (Opmerkingen en gelach van minister Zuhal Demir) Ik heb een trauma opgeroepen bij minister Crevits, denk ik. Maar het komt er wel op neer dat de impactanalyse bijzonder belangrijk is en dat we dat op een ernstige manier moeten aanpakken. Er zijn nieuwe opdrachten, er is een nieuwe werkwijze, er zijn nieuwe partners die op een andere manier willen gaan werken en er is nieuwe financiering. Daar mogen we zeker niet mee dralen. Ik heb een vraag naar de timing van de impactanalyse, minister. We hadden al afgesproken, collega Ongena, om die eerst in de meerderheid te bepreken, als het goed is voor u. (Opmerkingen van Tom Ongena) Alle tips en suggesties zijn altijd welkom. Wat daarnaast ook wel belangrijk is, is de verhouding tussen lokale besturen en VDAB. Ik heb hier in tempore non suspecto al gepleit voor een kerntakendebat op dat vlak. Ik geloof dat we keuzes moeten maken. VDAB is de regisseur op de arbeidsmarkt, heeft de competenties om mensen te activeren, te begeleiden en op te leiden en heeft, als het gaat over de arbeidsmarkt, alle partnerschappen in huis om dat goed te doen. OCMW’s zijn bij uitstek de regisseurs voor het welzijn van mensen. Of dat nu psychische, sociale of financiële problemen zijn of problemen inzake huisvesting of kinderopvang en dergelijke meer, de lokale besturen en OCMW’s zijn de cruciale partners. Daarin moet de essentie van het kerntakendebat liggen, en we moeten op dat vlak heldere keuzes maken voor elk lokaal bestuur. VDAB heeft een belangrijke opdracht bij het activeren en begeleiden van leefloners als het gaat over hun kansen op de arbeidsmarkt. Het voeren van het kerntakendebat lijkt me niet alleen belangrijk in functie van de nieuwe hertekening van ons arbeidsmarktbeleid door het federale regeerakkoord, maar ook in het kader van de efficiëntieoefening in de schoot van VDAB. Ik ken nog altijd veel VDAB-medewerkers en -projecten die bezig zijn met welzijnsproblematiek. Dat is heel goed en heel nuttig, maar dat is eigenlijk een kerntaak van lokale besturen. Omgekeerd zie ik een aantal lokale besturen die een eigen VDAB’tje proberen uit te bouwen. Ook dat is niet de bedoeling, tenzij we doen zoals in het regeerakkoord: voor een aantal steden moet het mogelijk zijn om in het kader van een tenderbeleid een uitbesteding van het activeringsgebeuren te doen, maar dat is dan heel duidelijk, ook qua financiën. De vraag is, minister, of u dat kerntakendebat mee wilt opnemen in uw planning en mee wilt helpen voeren. Tot slot, collega’s: als het gaat over het ruimere arbeidsmarktbeleid, denk ik dat we alles op alles moeten zetten om de ambitie van 80 procent werkzaamheidsgraad te realiseren. Bijvoorbeeld in het activeren en begeleiden van mensen die langdurig ziek worden of dreigen langdurig ziek te worden, hebben wij een cruciale rol. Ik denk aan loopbaanbegeleiding: dat is een heel belangrijk instrument waarmee we aan de slag moeten blijven gaan op het Vlaamse niveau. Enkel een partnerschap tussen Vlaanderen, de lokale besturen en het federale niveau kan er dus voor zorgen dat er ook in de rest van Vlaanderen 80 procent werkzaamheidsgraad wordt gehaald. Zelfs in Limburg moet dat mogelijk zijn, voorzitter.",woensdag 26 februari 2025,1875687.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1873632/verslag/1875687
over het arbeidsmarktbeleid in het Vlaamse regeerakkoord en de noodzaak om daar opnieuw over te onderhandelen,,,,speech,,Minister Zuhal Demir,"Ik ben het ermee eens dat ik er bijna een halve bevoegdheid bij krijg, als alles loopt zoals het zou moeten lopen. Want er moet natuurlijk nog heel wat regelgevend werk worden verricht op het federale niveau, en dan moet dat naar de Raad van State, dus dat moet nog worden bekeken. Ik denk dat het misschien goed is als de mensen die de impactanalyse hebben gemaakt, zowel het departement als VDAB, hier een toelichting komen geven. Dat kan misschien voor jullie ook nuttige informatie zijn, nadat ik het zelf goed heb geanalyseerd, natuurlijk. Dat is misschien wel interessant voor de commissie. Het kerntakendebat zal plaatsvinden. Ik denk ook dat het hoog tijd is om dat te doen bij VDAB. We moeten de zaken helder zetten en duidelijk maken dat VDAB geen welzijnstaken moet opnemen. Dat is voor de lokale besturen. Voor leefloners doen wij bemiddeling, maar als het aankomt op sancties, komt het weer bij de lokale besturen terecht. Op dat vlak moeten we misschien afspraken maken over wie sanctioneert als men niet voldoende actief op zoek gaat naar werk of geen werk aanvaardt. Dat moeten we ook helder maken. Het klopt dat we nog 32 miljoen euro moeten besparen. Zoals jullie weten, was er, toen we het regeerakkoord hadden gesloten, overeengekomen dat we voor een stuk gingen besparen op de loopbaancheques en het Vlaams opleidingsverlof (VOV). De rest zijn wij aan het bekijken. De besparingsronde loopt, dus het is moeilijk om daar nu van alles over te gaan vertellen. Dat is natuurlijk nooit plezant. Ik denk dat geen enkele minister daarvoor staat te springen. Wij moeten, denk ik, bijna 16 procent besparen op arbeidsmarktsubsidies. Dat is heel veel, ik hoop dat iedereen dat goed beseft. We moeten bijna een vijfde van de subsidies schrappen. Dat zijn moeilijke keuzes. We hebben daar al verschillende keren voor samengezeten, en dat loopt nog. Ik denk dat sommige subsidies ook niet altijd efficiënt zijn, en bij sommige subsidies heb ik wel vragen: sommige subsidies zitten bij het ministerie van Werk maar zijn eigenlijk een taak voor het ministerie van Welzijn. Wij moeten toch niet vanuit de arbeidsmarkt welzijnsthema’s aanpakken. Een aantal dingen zullen we dus helder moeten maken. Dan gaat natuurlijk iedereen weer boos en kwaad worden en het niet fijn vinden, maar dat is blijkbaar mijn lot in deze regering.",woensdag 26 februari 2025,1875687.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1873632/verslag/1875687
over het arbeidsmarktbeleid in het Vlaamse regeerakkoord en de noodzaak om daar opnieuw over te onderhandelen,,,,speech,,Eva Platteau (Groen),"Dank u wel, minister, en dank u wel, collega’s, om aan te sluiten bij het debat. Collega Bothuyne blijft volhouden dat er heronderhandeld moet worden. Uiteraard ben ik ook vragende partij om die gedachtewisseling te houden, zodra de impactanalyse er is. Vorige keer werd er in de commissie gevraagd om een gedachtewisseling te organiseren met VDAB. Ik meen dat er op de intranetpagina van onze commissie ook iets terug te vinden is over de toezeggingen van de minister. Dat is misschien straks voor de regeling der werkzaamheden om te actualiseren. Ik denk er nu aan om dat te zeggen. Collega’s, ik heb ook mevrouw Tombeur horen zeggen: laat ons rustig aan doen, laat ons wachten wat er op het federale niveau gebeurt, en we zullen dan wel reageren als men op dat niveau beslissingen neemt. Ik vind het vreemd dat een Vlaams-nationalist eigenlijk de leiding geeft aan het federale niveau. Het zijn natuurlijk dezelfde partijen, dus ik ga ervan uit dat jullie wel mee impact hebben op wat er op het federale niveau gebeurt en in overleg gaan. Tot slot wil ik nog iets belangrijks zeggen. Het gaat over mensen die hun werkloosheidsuitkering kwijtraken en een leefloon gaan krijgen. Ik wil wel benadrukken – en ik hoop dat de collega’s zich daar ook bewust van zijn – dat, als mensen in armoede belanden – want leefloners bevinden zich onder de armoedegrens, het is heel moeilijk om met een leefloon rond te komen –, dat de drempel om naar werk op zoek te gaan alleen maar verhoogt. Armoede beknelt mensen en zorgt voor heel veel drempels. Het is een heel grote bezorgdheid van mij en mijn partij dat we meer mensen in armoede duwen, waardoor de doelstellingen absoluut niet zullen worden gehaald. Ik was vorige week op bezoek in Leuven bij een organisatie, De RuimteVaart. Zij vertelden mij dat er binnenkort een delegatie van het departement Werk en Sociale Economie bij hen op bezoek komt. Ik vind het heel positief dat de beleidsmedewerkers ook gaan praten met de middenveldorganisaties die werken met mensen in armoede, en ook dat zij zich daar bewust worden van de problematiek waar veel mensen in armoede mee te maken krijgen. Ik ga er zeker ook op blijven toezien dat we voor mensen waarvan we zeggen dat ze opgeleid moeten worden, de opleidingen kunnen voorzien op een laagdrempelige manier. Er moet voor iedereen de mogelijkheid zijn om zich bij te scholen en op te leiden, want dat zal ook echt nog een uitdaging blijven.",woensdag 26 februari 2025,1875687.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1873632/verslag/1875687
over de toekomstige ontwikkeling van duaal leren,,,,speech,,Tom Ongena (Open Vld),"We gaan de vraag op een duale manier stellen. Ik zal me namelijk wat focussen op duaal leren richting arbeidsmarkt, en wat mijn fractie betreft zal collega D’Hose meer focussen op het onderwijsluik. Naar aanleiding van de Week van Duaal Leren maakte Voka een balans op. Ook Embuild liet weten dat er al meer dan tweeduizend bouwbedrijven stageplaatsen aanbieden. De ambitie blijft om tegen 2030 dertigduizend jongeren in duale opleidingen te hebben. Om dat te bereiken, gaan we wel een tandje moeten bijsteken, zegt Voka. Ze roepen echt wel op tot een versnelling. Dat is ook nodig voor onze krappe arbeidsmarkt. We weten dat duaal leren niet echt een vliegende start heeft genomen in het verleden. Het goede nieuws is dat de populariteit wat aan het stijgen is. Dit schooljaar kozen al meer dan vijfduizend jongeren voor een duaal traject. Bovendien is er groeipotentieel, maar dan moeten we wel hopen dat we een aantal parameters die de ontwikkeling van duaal leren vandaag afremmen, kunnen aanpakken. Werkgevers – dat weet je als je wat gesprekken hebt met werkgevers – aarzelen vaak om in het systeem te stappen. Ze hebben schrik dat er te veel bemoeienissen zijn, zal ik zeggen, vanuit onderwijs. Dat is hetgeen je dan hoort. Anderzijds heb je scholen die kampen met praktische hindernissen. En ook het imago van duaal leren blijft een probleem. Vanuit Voka worden duidelijke keuzes gevraagd. Op welke richtingen willen we ons focussen? Op welk type leerling willen we ons focussen? Daarnaast moeten er duidelijke voordelen zijn, zowel voor de scholen als voor de werkgevers die er gebruik van maken. Mentoren uit bedrijven spelen een cruciale rol in het succes van duaal leren. Zij begeleiden de jongeren, en vandaag ervaren ze dat ze soms te weinig ondersteuning krijgen. Daarom, minister, wou ik toch eens polsen hoe u de ontwikkeling van het systeem van duaal leren evalueert. Deelt u de vraag van Voka om een versnelling hoger te schakelen en zo die dertigduizend jongeren tegen 2030 te kunnen halen? Welke ambities ziet u om vanuit het duaal leren iets te kunnen verhelpen aan de vele knelpuntberoepen, die vaak technische beroepen zijn? Zult u vanuit uw bevoegdheden, zowel Werk als Onderwijs, de hinderpalen en onzekerheden die er vandaag zijn, en die soms mensen belemmeren om te kiezen voor duaal leren, wegwerken? Hoe gaat u dat aanpakken? Zult u ook maatregelen nemen om de reputatie en aantrekkelijkheid van duaal leren bij zowel werkgevers, leerlingen als het grote publiek te verbeteren? Welke initiatieven zult u nemen om de mentoren in de bedrijven beter te ondersteunen? Ik kijk uit naar uw antwoorden.",woensdag 26 februari 2025,1875559.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1873632/verslag/1875559
